hippo_id,smiles,inchikey,required_amount_mg,num_poses,poses,tags,num_routes,num_reaction_steps,reaction_dependencies,reactant_dependencies,chemistry_types,scaffold_series
87883,Cc1cc(C)c(N)c(NC(=O)COCC(=O)O)c1,IWWPOOGCKHEVDC-UHFFFAOYSA-N,1,1,{113391},[],1,{1},[74460],"{86370, 16038}",Ester_amidation,[2924]
87862,COC(C(=O)O)C(=O)Nc1cc(Br)cc(O)c1N,GSROXVPFZXGRTG-UHFFFAOYSA-N,1,2,"{113360, 113361}",[],1,{1},[74439],"{16017, 10327}",Ester_amidation,[2924]
87860,COC(C(=O)O)C(=O)Nc1cc(C)c(Br)cc1N,ZLQRFBZKXWICOT-UHFFFAOYSA-N,1,2,"{113356, 113357}",[],1,{1},[74437],"{16017, 10157}",Ester_amidation,[2924]
87839,O=C(O)COCC(=O)N1CCNc2ccccc21,MEIUDYWQVZOFPL-UHFFFAOYSA-N,1,1,{113328},[],1,{1},[74416],"{10147, 16038}",Ester_amidation,[2924]
87829,COC(C(=O)O)C(=O)Nc1cc(C)c(Cl)cc1N,JCWBFLBGTBHRSK-UHFFFAOYSA-N,1,2,"{113314, 113315}",[],1,{1},[74406],"{16017, 10154}",Ester_amidation,[2924]
87828,COC(C(=O)O)C(=O)Nc1cc(Cl)c(C)cc1N,ANUHNKISDQULEP-UHFFFAOYSA-N,1,1,{113313},[],1,{1},[74405],"{16017, 10154}",Ester_amidation,[2924]
87818,Cc1c(F)ccc(N)c1NC(=O)COCC(=O)O,SZHGKJCOJLVIRF-UHFFFAOYSA-N,1,1,{113297},[],1,{1},[74395],"{10968, 16038}",Ester_amidation,[2924]
87817,CNc1ccc(Br)cc1NC(=O)COCC(=O)O,SKDNDXXNADBTDG-UHFFFAOYSA-N,1,1,{113296},[],1,{1},[74394],"{86307, 16038}",Ester_amidation,[2924]
87815,Cc1cc(NC(=O)COCC(=O)O)c(N)cc1Cl,WAEGUKURAJFLEH-UHFFFAOYSA-N,1,1,{113294},[],1,{1},[74392],"{10154, 16038}",Ester_amidation,[2924]
87802,Cc1cc(NC(=O)COCC(=O)O)c(N)cc1Br,YWKMMRALRQKNCR-UHFFFAOYSA-N,1,1,{113281},[],1,{1},[74379],"{10157, 16038}",Ester_amidation,[2924]
87797,CN(C(=O)COCC(=O)O)c1cccc(Br)c1N,LJQFDSSOPPYCCR-UHFFFAOYSA-N,1,1,{113276},[],1,{1},[74374],"{86282, 16038}",Ester_amidation,[2924]
87768,Nc1c(F)ccc(F)c1NC(=O)COCCCBr,PXJQHGGTKOSVMC-UHFFFAOYSA-N,1,1,{113247},[],1,{1},[74343],"{10131, 86686}",Ester_amidation,[2924]
87721,CNc1ccc(Br)cc1NC(=O)COCCCBr,SVXLUKYVXXRZGS-UHFFFAOYSA-N,1,1,{113200},[],1,{1},[74296],"{86307, 86686}",Ester_amidation,[2924]
87703,Cc1cc(C)c(N)c(NC(=O)COCCCBr)c1,FGFNNUDIQTWIFI-UHFFFAOYSA-N,1,1,{113182},[],1,{1},[74278],"{86370, 86686}",Ester_amidation,[2924]
87504,NCC1(C(=O)Nc2cccc(O)c2N)CCCO1,RLKWETSAWOSHQL-UHFFFAOYSA-N,1,1,{112968},[],1,{1},[74080],"{87483, 8692}",Ester_amidation,[2924]
87503,NCC1(C(=O)Nc2cc(F)ccc2N)CCCO1,ARBRSTMDRKEVRO-UHFFFAOYSA-N,1,2,"{112966, 112967}",[],1,{1},[74079],"{87483, 8757}",Ester_amidation,[2924]
87499,NCC1(C(=O)Nc2cc(Br)ccc2N)CCCO1,UCJKNRQJQMEXSC-UHFFFAOYSA-N,1,1,{112959},[],1,{1},[74075],"{8673, 87483}",Ester_amidation,[2924]
87468,CC1(C(=O)Nc2cccc(O)c2N)CNCCO1,VTWXIJSNSCBZPV-UHFFFAOYSA-N,1,2,"{112922, 112923}",[],1,{1},[74045],"{8692, 87461}",Ester_amidation,[2924]
87272,O=C(COCCO)N1CCNc2ccccc21,IWYCIHQMGCNINY-UHFFFAOYSA-N,1,1,{112652},[],1,{1},[73843],"{86571, 10147}",Ester_amidation,[2924]
87248,CNc1ccc(Br)cc1NC(=O)COCCO,QXAPGGAADJSTOB-UHFFFAOYSA-N,1,1,{112626},[],1,{1},[73819],"{86571, 86307}",Ester_amidation,[2924]
87244,Cc1cc(NC(=O)COCCO)c(N)cc1Br,SNOJPODTDPQAQD-UHFFFAOYSA-N,1,1,{112622},[],1,{1},[73815],"{86571, 10157}",Ester_amidation,[2924]
87243,CN(C(=O)COCCO)c1cccc(Br)c1N,QRWLQPGNBNPMLA-UHFFFAOYSA-N,1,1,{112621},[],1,{1},[73814],"{86282, 86571}",Ester_amidation,[2924]
87094,Nc1c(O)cc(Br)cc1NC(=O)COCCCl,MVYJGPSIQNUZKE-UHFFFAOYSA-N,1,1,{112469},[],1,{1},[73652],"{86597, 10327}",Ester_amidation,[2924]
87092,Cc1cc(C)c(N)c(NC(=O)COCCCl)c1,AXXFPZQEQDQFFS-UHFFFAOYSA-N,1,1,{112467},[],1,{1},[73650],"{86370, 86597}",Ester_amidation,[2924]
87080,CN(C(=O)COCCCl)c1cccc(Br)c1N,RZBDCKCLJLDBRI-UHFFFAOYSA-N,1,1,{112455},[],1,{1},[73628],"{86282, 86597}",Ester_amidation,[2924]
87079,Cc1cc(NC(=O)COCCCl)c(N)cc1Br,PUMLKNXHOPTBRV-UHFFFAOYSA-N,1,1,{112454},[],1,{1},[73627],"{86597, 10157}",Ester_amidation,[2924]
87069,Cc1cc(NC(=O)COCCCl)c(N)cc1Cl,XZZVKXLNVWBMPC-UHFFFAOYSA-N,1,1,{112444},[],1,{1},[73617],"{10154, 86597}",Ester_amidation,[2924]
86983,Nc1c(F)ccc(F)c1NC(=O)COCCBr,YMBZGAAHSLMAFC-UHFFFAOYSA-N,1,1,{112293},[],1,{1},[73517],"{86594, 10131}",Ester_amidation,[2924]
86951,Cc1cc(C)c(N)c(NC(=O)COCCBr)c1,FRPTUXZKSBAZAK-UHFFFAOYSA-N,1,1,{112261},[],1,{1},[73485],"{86370, 86594}",Ester_amidation,[2924]
86914,COC(C(=O)O)C(=O)Nc1cccc(O)c1N,NRRXMCJESIFXHJ-UHFFFAOYSA-N,1,2,"{112220, 112221}",[],1,{1},[73447],"{16017, 8692}",Ester_amidation,[2924]
86911,COC(C(=O)O)C(=O)Nc1cc(F)ccc1N,KCEABFDGOAFJOU-UHFFFAOYSA-N,1,2,"{112216, 112215}",[],1,{1},[73444],"{16017, 8757}",Ester_amidation,[2924]
86903,Nc1c(F)ccc(F)c1NC(=O)COCCCl,QCFMJIGZIHFMFK-UHFFFAOYSA-N,1,1,{112207},[],1,{1},[73435],"{10131, 86597}",Ester_amidation,[2924]
86870,CN(C(=O)COCCBr)c1cccc(Br)c1N,HRQJSIGOXWYUBM-UHFFFAOYSA-N,1,1,{112174},[],1,{1},[73396],"{86282, 86594}",Ester_amidation,[2924]
86869,Cc1cc(NC(=O)COCCBr)c(N)cc1Br,PAVUAZWEWYAGKC-UHFFFAOYSA-N,1,1,{112173},[],1,{1},[73395],"{86594, 10157}",Ester_amidation,[2924]
86853,CNc1ccc(Br)cc1NC(=O)COCCBr,FGRFEFUBCMPGIU-UHFFFAOYSA-N,1,1,{112157},[],1,{1},[73379],"{86594, 86307}",Ester_amidation,[2924]
86804,Nc1ccc(Br)cc1NC(=O)C1CNCCO1,NYILPPPJQBQITB-UHFFFAOYSA-N,1,2,"{112101, 112102}",[],1,{1},[73313],"{8673, 86797}",Ester_amidation,[2924]
86750,Nc1c(O)cccc1NC(=O)COCC(=O)O,FPMXBOCQXWTVPM-UHFFFAOYSA-N,1,1,{112039},[],1,{1},[73261],"{8692, 16038}",Ester_amidation,[2924]
86735,C#CCCOCC(=O)Nc1cccc(O)c1N,PKTWDSCFQJZZTK-UHFFFAOYSA-N,1,1,{112025},[],1,{1},[73247],"{8692, 86695}",Ester_amidation,[2924]
86732,C#CCCOCC(=O)Nc1cc(Br)ccc1N,ARGPPKUKYCWQTD-UHFFFAOYSA-N,1,1,{112022},[],1,{1},[73244],"{8673, 86695}",Ester_amidation,[2924]
86719,Nc1ccc(F)cc1NC(=O)COCC(=O)O,BDPKCRSGIATMPA-UHFFFAOYSA-N,1,1,{112010},[],1,{1},[73232],"{8757, 16038}",Ester_amidation,[2924]
86620,Nc1ccc(F)cc1NC(=O)COCCCl,RNCLVKKWQHVMFE-UHFFFAOYSA-N,1,1,{111914},[],1,{1},[73136],"{86597, 8757}",Ester_amidation,[2924]
86617,Nc1ccc(Br)cc1NC(=O)COCCBr,YMVVCTABHARGNX-UHFFFAOYSA-N,1,1,{111911},[],1,{1},[73133],"{8673, 86594}",Ester_amidation,[2924]
86601,Nc1ccc(F)cc1NC(=O)COCCBr,AWWVSHZULFZCTJ-UHFFFAOYSA-N,1,1,{111893},[],1,{1},[73118],"{86594, 8757}",Ester_amidation,[2924]
86600,Nc1c(O)cccc1NC(=O)COCCBr,IZPUJPRULKUEBO-UHFFFAOYSA-N,1,1,{111892},[],1,{1},[73117],"{86594, 8692}",Ester_amidation,[2924]
86598,Nc1ccc(Br)cc1NC(=O)COCCCl,RJUBONUMJUCCHC-UHFFFAOYSA-N,1,1,{111890},[],1,{1},[73115],"{8673, 86597}",Ester_amidation,[2924]
86577,Nc1c(O)cccc1NC(=O)COCCO,JDTXKENCTSBGRX-UHFFFAOYSA-N,1,1,{111871},[],1,{1},[73095],"{86571, 8692}",Ester_amidation,[2924]
86498,Nc1c(F)ccc(F)c1NC(=O)C1CO1,CUPDSSDDLVQSFN-UHFFFAOYSA-N,1,2,"{111754, 111755}",[],1,{1},[72941],"{86242, 10131}",Ester_amidation,[2924]
86444,Cc1cc(C)c(N)c(NC(=O)C2CO2)c1,AAFUEJKMNBWZKX-UHFFFAOYSA-N,1,2,"{111674, 111675}",[],1,{1},[72887],"{86242, 86370}",Ester_amidation,[2924]
86317,O=C(C1CO1)N1CCNc2ccccc21,SILQUNODIYOWIA-UHFFFAOYSA-N,1,2,"{111500, 111501}",[],1,{1},[72768],"{86242, 10147}",Ester_amidation,[2924]
86308,CNc1ccc(Br)cc1NC(=O)C1CO1,FNFCZSIVCRCIDW-UHFFFAOYSA-N,1,2,"{111489, 111490}",[],1,{1},[72760],"{86242, 86307}",Ester_amidation,[2924]
86273,Nc1ccc(Br)cc1NC(=O)C1CO1,JDKXBLFATRSLCT-UHFFFAOYSA-N,1,2,"{111445, 111446}",[],1,{1},[72730],"{8673, 86242}",Ester_amidation,[2924]
86255,Nc1c(O)cccc1NC(=O)C1CO1,STRGXLKGHQZJGB-UHFFFAOYSA-N,1,2,"{111416, 111415}",[],1,{1},[72702],"{86242, 8692}",Ester_amidation,[2924]
80008,Cn1c(O)nc2c(C(C)(C)C3CC3)cccc21,GQFFNIPUVZGZPS-UHFFFAOYSA-N,1,1,{103460},[],1,{1},[66465],"{52920, 78623}",Sp3-sp2_Suzuki_coupling,[1128]
79999,Cn1c(N)nc2cccc(C3(CCO)CC3)c21,PJOXGRXNBSXXOG-UHFFFAOYSA-N,1,1,{103442},[],1,{1},[66456],"{52914, 4530}",Sp3-sp2_Suzuki_coupling,[1128]
79877,Cn1c(O)nc2c(C3(C)CC3(C)C)cccc21,SPTWMNWAOBYAAT-UHFFFAOYSA-N,1,2,"{103237, 103238}",[],1,{1},[66330],"{52908, 78623}",Sp3-sp2_Suzuki_coupling,[1128]
79874,Cn1c(O)nc2c(C3(CCO)CC3)cccc21,JHSGYCSLMCXIBE-UHFFFAOYSA-N,1,1,{103230},[],1,{1},[66327],"{52914, 78623}",Sp3-sp2_Suzuki_coupling,[1128]
79409,Cn1c(N)nc2cccc(C3CCOC3)c21,FWDBUVWOVNEZHG-UHFFFAOYSA-N,1,2,"{102566, 102567}",[],1,{1},[65831],"{4530, 78851}",Sp3-sp2_Suzuki_coupling,[1128]
79268,Cn1cnc2cccc(C3(C)CC3(C)C)c21,LEIXFELPTIRADX-UHFFFAOYSA-N,1,2,"{102365, 102366}",[],1,{1},[65668],"{52908, 78582}",Sp3-sp2_Suzuki_coupling,[1128]
79264,Cn1cnc2cccc(C3(CCO)CC3)c21,IJJCWSBLSYJQAV-UHFFFAOYSA-N,1,1,{102358},[],1,{1},[65665],"{52914, 78582}",Sp3-sp2_Suzuki_coupling,[1128]
79238,Cn1cnc2cccc(C(C)(C)C3CC3)c21,GPVLNAZKLVSMSD-UHFFFAOYSA-N,1,1,{102330},[],1,{1},[65640],"{52920, 78582}",Sp3-sp2_Suzuki_coupling,[1128]
79083,Cn1c(C2CC2(C)C)nc2c(Br)cccc21,DYQZTXOXVNFDMU-UHFFFAOYSA-N,1,2,"{102137, 102138}",[],1,{1},[65484],"{54254, 78631}",Sp3-sp2_Suzuki_coupling,[1128]
79082,Cn1c(Cl)nc2c(C3CC3(C)C)cccc21,HAXOKYHPHJGBGQ-UHFFFAOYSA-N,1,2,"{102136, 102135}",[],1,{1},[65483],"{54254, 78631}",Sp3-sp2_Suzuki_coupling,[1128]
78960,Cn1c(O)nc2c(C3CCOC3)cccc21,VGCMHDIRTGGDAV-UHFFFAOYSA-N,1,2,"{101976, 101975}",[],1,{1},[65352],"{78851, 78623}",Sp3-sp2_Suzuki_coupling,[1128]
78953,Cn1c(O)nc2c(C3CC3(C)C)cccc21,UITUCYUSGMGMBQ-UHFFFAOYSA-N,1,2,"{101968, 101967}",[],1,{1},[65343],"{54254, 78623}",Sp3-sp2_Suzuki_coupling,[1128]
78892,Cn1cnc2cccc(C3CCOC3)c21,MWVVXSOOQNZYQI-UHFFFAOYSA-N,1,2,"{101888, 101889}",[],1,{1},[65273],"{78851, 78582}",Sp3-sp2_Suzuki_coupling,[1128]
78763,Cn1c(O)nc2c(C(C)(C)C)cccc21,OECAZDKJZSGKQB-UHFFFAOYSA-N,1,1,{101747},[],1,{1},[65128],"{4507, 78623}",Sp3-sp2_Suzuki_coupling,[1128]
78738,CCC(C)c1cccc2nc(N)n(C)c12,VWIDBLALGKFOAL-UHFFFAOYSA-N,1,2,"{101717, 101718}",[],1,{1},[65103],"{4530, 78612}",Sp3-sp2_Suzuki_coupling,[1128]
78698,CCC(C)c1cccc2c1nc(Cl)n2C,QDKYIYCJKKBVPL-UHFFFAOYSA-N,1,2,"{101673, 101674}",[],1,{1},[65050],"{78612, 78631}",Sp3-sp2_Suzuki_coupling,[1128]
78697,CCC(C)c1nc2c(Br)cccc2n1C,PESHYLFVQWQJCX-UHFFFAOYSA-N,1,1,{101672},[],1,{1},[65049],"{78612, 78631}",Sp3-sp2_Suzuki_coupling,[1128]
78634,CC(C)c1nc2c(Br)cccc2n1C,IXJSJFAULWMXMP-UHFFFAOYSA-N,1,1,{101612},[],1,{1},[64990],"{4558, 78631}",Sp3-sp2_Suzuki_coupling,[1128]
78633,CC(C)c1cccc2c1nc(Cl)n2C,DNKORNSFUCJWJH-UHFFFAOYSA-N,1,1,{101611},[],1,{1},[64989],"{4558, 78631}",Sp3-sp2_Suzuki_coupling,[1128]
78613,CCC(C)c1cccc2ncn(C)c12,ONCPZYCPBHTNCE-UHFFFAOYSA-N,1,2,"{101592, 101591}",[],1,{1},[64962],"{78612, 78582}",Sp3-sp2_Suzuki_coupling,[1128]
78611,Cn1cnc2cccc(C(C)(C)C)c21,WOWPZLIHNPVFBH-UHFFFAOYSA-N,1,1,{101590},[],1,{1},[64964],"{4507, 78582}",Sp3-sp2_Suzuki_coupling,[1128]
78584,CC(C)c1cccc2ncn(C)c12,QRDIGKZLTSUQGD-UHFFFAOYSA-N,1,1,{101570},[],1,{1},[64943],"{78582, 4558}",Sp3-sp2_Suzuki_coupling,[1128]
78181,COc1ccc2c(n1)C(C(=O)Nc1c(C(N)=O)ccnc1Cl)CC2,FWVNRWMKWQUQRA-UHFFFAOYSA-N,1,2,"{101012, 101013}",[],1,{1},[64553],"{37819, 77054}",Amidation,[1012]
77897,COc1ccc2c(n1)C(C(=O)Nc1nc(C)cc(C)c1N)CC2,IWXKXWVDDUMLMO-UHFFFAOYSA-N,1,2,"{100566, 100567}",[],1,{1},[64270],"{37753, 77054}",Amidation,[1012]
77896,COc1ccc2c(n1)C(C(=O)Nc1c(C)cc(C)nc1N)CC2,JPADOZSEHHWQDT-UHFFFAOYSA-N,1,2,"{100564, 100565}",[],1,{1},[64269],"{37753, 77054}",Amidation,[1012]
77344,CCOc1cccc(CC(=O)Nc2nc(C)cc(C)c2N)n1,CADBEVWNDLQHRN-UHFFFAOYSA-N,1,1,{99665},[],1,{1},[63717],"{37753, 77003}",Amidation,[1012]
77145,CCOc1cccc(CC(=O)Nc2cnccc2C=O)n1,ZHNPQRSQNILQOL-UHFFFAOYSA-N,1,1,{99228},[],1,{1},[63521],"{37563, 77003}",Amidation,[1012]
73682,COc1cc(N)ccc1C(=O)Nc1ccc(O)c(C#N)c1F,FQKBIJKKBQUYQU-UHFFFAOYSA-N,1,1,{94659},[],1,{1},[60134],"{4497, 72797}",Ester_amidation,[3627]
73208,COc1cc(N)ccc1C(=O)Nc1ccc(O)cc1SC,UNCIXGISVFDVJK-UHFFFAOYSA-N,1,1,{94196},[],1,{1},[59618],"{10364, 72797}",Ester_amidation,[3627]
72876,COc1cc(N)ccc1C(=O)Nc1ccc(O)cc1Cl,UFLPSEPCAKMZPE-UHFFFAOYSA-N,1,1,{93891},[],1,{1},[59292],"{9132, 72797}",Ester_amidation,[3627]
72798,COc1cc(N)ccc1C(=O)Nc1ccc(O)cc1,PHARUNZZHKVOCV-UHFFFAOYSA-N,1,1,{93814},[],1,{1},[59215],"{4452, 72797}",Ester_amidation,[3627]
72447,Cn1c(=O)[nH]c2cc(C(=O)Nc3cccc(OC(F)F)c3)cc(Cl)c21,KKISRMWWHNVBNR-UHFFFAOYSA-N,1,1,{93462},[],1,{1},[58867],"{11765, 68670}",Amidation,[2919]
72442,Cn1c(=O)[nH]c2cc(C(=O)Nc3c(F)cccc3C(=O)O)cc(Cl)c21,KLCYCPSZXZGYFU-UHFFFAOYSA-N,1,1,{93457},[],1,{1},[58862],"{11755, 68670}",Amidation,[2919]
72286,O=C(Nc1cccc(OC(F)F)c1)c1cc(Cl)c2nc(O)[nH]c2c1,AKCIKYZKMUNPET-UHFFFAOYSA-N,1,1,{93298},[],1,{1},[58706],"{11765, 68261}",Amidation,[2919]
71911,Cn1c(=O)[nH]c2cc(C(=O)Nc3ccc(Br)c(Cl)c3Cl)cc(Cl)c21,XAIYILNYGOPPFC-UHFFFAOYSA-N,1,1,{92892},[],1,{1},[58331],"{10944, 68670}",Amidation,[2919]
71676,COc1cc(F)cc(NC(=O)c2cc(Cl)c3c(c2)[nH]c(=O)n3C)c1,AGJITVDMQYSHPF-UHFFFAOYSA-N,1,1,{92585},[],1,{1},[58097],"{10812, 68670}",Amidation,[2919]
71026,Cc1cc(F)c(Br)cc1NC(=O)c1cc(Cl)c2nc(O)[nH]c2c1,YXVDQKNPOQPANJ-UHFFFAOYSA-N,1,1,{91932},[],1,{1},[57447],"{10802, 68261}",Amidation,[2919]
70977,CSc1cc(O)ccc1NC(=O)c1cc(Cl)c2nc(O)[nH]c2c1,SORNEFMINAHBBF-UHFFFAOYSA-N,1,1,{91882},[],1,{1},[57398],"{10364, 68261}",Amidation,[2919]
64738,CC1CNC(C)(C)CN1C(=O)c1cccc(F)c1N,TZHLSDJFAJWYMI-UHFFFAOYSA-N,1,2,"{81430, 81431}",[],1,{1},[51827],"{11755, 63692}",Amidation,[1316]
63694,CC1CNC(C)(C)CN1C(=O)c1cccc(F)c1,BGKDZCHNYRSKOP-UHFFFAOYSA-N,1,2,"{79155, 79156}",[],1,{1},[50797],"{63692, 4534}",Amidation,[1316]
63534,CCC1CN(C(=O)c2cccc(F)c2N)CCN1,BIFDCTKTMMWBOQ-UHFFFAOYSA-N,1,2,"{78907, 78908}",[],1,{1},[50683],"{11755, 63078}",Amidation,[1316]
63079,CCC1CN(C(=O)c2cccc(F)c2)CCN1,JVKYNUIXTMQEJZ-UHFFFAOYSA-N,1,2,"{78109, 78110}",[],1,{1},[50331],"{63078, 4534}",Amidation,[1316]
54021,O=C(O)C12C3C4C1C1C2C3C41c1nc2ccccc2nc1Br,FCGPZAZMGWRFQE-UHFFFAOYSA-N,1,1,{66559},[],1,{1},[42336],"{52777, 53991}",Sp3-sp2_Suzuki_coupling,[1473]
53785,c1ccc2nc(C34CC(C5CCCC5)(C3)C4)cnc2c1,CPUZRNWBYJLVQD-UHFFFAOYSA-N,1,1,{66237},[],1,{1},[42100],"{53784, 4505}",Sp3-sp2_Suzuki_coupling,[1473]
53168,Cc1nc2ccccc2nc1C1(CCO)CC1,HRCACOGSAJOGSI-UHFFFAOYSA-N,1,1,{65255},[],1,{1},[41450],"{52914, 52795}",Sp3-sp2_Suzuki_coupling,[1473]
53151,Cc1nc2ccccc2nc1C1(C)CC1(C)C,LKKVZVULZQADPF-UHFFFAOYSA-N,1,2,"{65237, 65238}",[],1,{1},[41438],"{52795, 52908}",Sp3-sp2_Suzuki_coupling,[1473]
53082,OCCC1(c2cnc3c(F)cccc3n2)CC1,QPXBNSAIQIHGBE-UHFFFAOYSA-N,1,1,{65157},[],1,{1},[41383],"{52914, 52788}",Sp3-sp2_Suzuki_coupling,[1473]
53023,CC1(C)CC1(C)c1nc2ccccc2nc1Br,WFIUQMJYTMBVKN-UHFFFAOYSA-N,1,2,"{65078, 65079}",[],1,{1},[41318],"{52777, 52908}",Sp3-sp2_Suzuki_coupling,[1473]
52921,CC(C)(c1cnc2ccccc2n1)C1CC1,LCHOZVVOEXGRNP-UHFFFAOYSA-N,1,1,{64957},[],1,{1},[41201],"{52920, 4505}",Sp3-sp2_Suzuki_coupling,[1473]
52915,OCCC1(c2cnc3ccccc3n2)CC1,UUEBHTHWLMOVGK-UHFFFAOYSA-N,1,1,{64953},[],1,{1},[41198],"{4505, 52914}",Sp3-sp2_Suzuki_coupling,[1473]
52832,CC(C)(C)c1nc2ccccc2nc1Br,HQKZRJJQHIMFLC-UHFFFAOYSA-N,1,1,{64867},[],1,{1},[41103],"{52777, 4507}",Sp3-sp2_Suzuki_coupling,[1473]
52815,CC(C)(C)c1cnc2c(F)cccc2n1,OLWIDISBXMDCPO-UHFFFAOYSA-N,1,1,{64857},[],1,{1},[41088],"{4507, 52788}",Sp3-sp2_Suzuki_coupling,[1473]
52796,Cc1nc2ccccc2nc1C(C)(C)C,WKWFATFSDWZIJI-UHFFFAOYSA-N,1,1,{64840},[],1,{1},[41060],"{52795, 4507}",Sp3-sp2_Suzuki_coupling,[1473]
42200,Oc1ccc(Nc2c(O)cnc3ccccc23)cc1,QLRAGDSSDRKFAN-UHFFFAOYSA-N,1,1,{48198},[],1,{1},[31515],"{4452, 42199}",Buchwald-Hartwig_amination,[3628]
26029,Cn1cc(C(=O)N2CCC2CN)c2ccc(Cl)cc21,XNLNHJGQJVDHLQ-UHFFFAOYSA-N,1,1,{28184},[],1,{1},[18194],"{13585, 4462}",Amidation,[2188]
16039,CC(C)(C)OC(=O)COCC(=O)Nc1cccc(C(=O)NCc2cccs2)c1,SNVFQFGCSUMATQ-UHFFFAOYSA-N,1,1,{17071},[],1,{1},[8356],"{4450, 16038}",Amidation,[2916]
15118,COC(=O)C(=O)Nc1cc(C(=O)NCc2cc(Br)cs2)ccc1N(C)C,SQYARMQYUUUMJU-UHFFFAOYSA-N,1,1,{16091},[],1,{1},[7753],"{15032, 14487}",Amidation,[2916]
15033,COCC(=O)Nc1cc(C(=O)NCc2cc(Br)cs2)ccc1N(C)C,NDWGGWQNXHVILB-UHFFFAOYSA-N,1,1,{16006},[],1,{1},[7695],"{15032, 4449}",Amidation,[2916]
14864,CCOC1(C(=O)Nc2cccc(C(=O)NCc3cccs3)c2)CCC1,KLOFGNZUJGVABJ-UHFFFAOYSA-N,1,1,{15852},[],1,{1},[7596],"{4450, 14863}",Amidation,[2916]
14664,O=C(NCc1cccs1)c1cccc(NC(=O)C2CC=CCO2)c1,CGPJYDYSIFLRHX-UHFFFAOYSA-N,1,2,"{15682, 15683}",[],1,{1},[7486],"{4450, 14663}",Amidation,[2916]
14488,COC(=O)C(=O)Nc1cccc(C(=O)NCc2cccs2)c1,KFTGNVACZZQQFY-UHFFFAOYSA-N,1,1,{15537},[],1,{1},[7394],"{4450, 14487}",Amidation,[2916]
7302,CCOc1nc(C(F)(F)F)ccc1C(=O)N1CCc2nc(O)c(C(N)=O)cc2C1,UVIIMXXEOMVPAQ-UHFFFAOYSA-N,1,1,{9646},[],1,{1},[2612],"{6248, 6156}",Amidation,[653]
6099,CCOc1nc(Cl)ccc1C(=O)N1CCCCC1c1ccc(O)nc1,DVBHLIDWCNHTBP-UHFFFAOYSA-N,1,2,"{8233, 8234}",[],1,{1},[1463],"{5801, 6089}",Amidation,[653]
